id,person_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,created_at,updated_at,detection_time
63ee9142-0072-4bf1-a843-a0ec250c2289,person_1,134,237,232,417,"0.875232934951782",2025-10-16 02:38:52.89897,2025-10-16 02:38:52.898981,2025-10-16 02:38:52.89517
d9bb3590-378a-4c54-84bd-1510ee51afce,person_1,135,237,234,416,"0.877740979194641",2025-10-16 02:38:51.400702,2025-10-16 02:38:51.40072,2025-10-16 02:38:51.396695
7ba43e7f-4fb6-4484-97e8-6f9e4568aa2f,person_1,113,221,194,392,"0.862138450145721",2025-10-16 02:33:03.429264,2025-10-16 02:33:03.429277,2025-10-16 02:33:03.424958
5babc9e8-6113-4679-99f6-fe39ec42fdf6,person_1,134,238,235,416,"0.897053062915802",2025-10-16 02:38:49.891283,2025-10-16 02:38:49.891298,2025-10-16 02:38:49.888009
48b525b4-9b91-434e-9ce0-5235c973f56a,person_1,135,236,235,416,"0.853410184383392",2025-10-16 02:38:47.665128,2025-10-16 02:38:47.665142,2025-10-16 02:38:47.66136
c178bd6b-12d3-499a-834e-cd86f9680c24,person_1,104,220,173,386,"0.856605112552643",2025-10-16 02:33:04.597606,2025-10-16 02:33:04.59762,2025-10-16 02:33:04.594008
757cd7ca-658d-4657-9c45-5b2406f049a5,person_1,133,238,198,369,"0.776360929012299",2025-10-16 02:38:46.01918,2025-10-16 02:38:46.01919,2025-10-16 02:38:46.015446
69cf4bd7-acfd-436b-b923-67b0230644d5,person_1,104,223,174,404,"0.814113140106201",2025-10-16 02:38:44.539476,2025-10-16 02:38:44.53949,2025-10-16 02:38:44.536182
ef9f8f85-b2dd-4396-8cc5-613653875dcb,person_1,106,218,172,388,"0.81661719083786",2025-10-16 02:33:05.772118,2025-10-16 02:33:05.772132,2025-10-16 02:33:05.768339
2bc1a997-4ba7-43b5-9e92-24e3611832e7,person_1,108,209,178,373,"0.813500046730042",2025-10-16 02:38:43.028503,2025-10-16 02:38:43.028513,2025-10-16 02:38:43.025115
cb7ba134-9b4d-48ac-b24b-a524fcd871ba,person_1,103,215,164,373,"0.69240266084671",2025-10-16 02:38:41.500445,2025-10-16 02:38:41.500457,2025-10-16 02:38:41.495979
61af7622-a098-4a45-88f6-0a336863bb4c,person_1,109,217,170,387,"0.845175087451935",2025-10-16 02:33:06.792428,2025-10-16 02:33:06.792449,2025-10-16 02:33:06.788487
964472de-e633-429d-9245-169115fda6ae,person_1,107,215,165,372,"0.837990641593933",2025-10-16 02:38:39.882649,2025-10-16 02:38:39.88266,2025-10-16 02:38:39.879047
18618c02-f448-46c5-8287-64a5641f9a33,person_1,109,215,165,372,"0.82797783613205",2025-10-16 02:38:37.61354,2025-10-16 02:38:37.61355,2025-10-16 02:38:37.609684
2da4183a-2981-4202-962f-e6911cc93859,person_1,106,213,167,374,"0.837606132030487",2025-10-16 02:38:36.039709,2025-10-16 02:38:36.039726,2025-10-16 02:38:36.035197
341bcef0-0cbe-42a9-8e22-b5a1240871b8,person_1,103,216,181,376,"0.672910213470459",2025-10-16 02:33:07.975255,2025-10-16 02:33:07.975269,2025-10-16 02:33:07.969986
991bfeec-1759-4a64-9eb7-5fbf374848f2,person_1,101,207,169,374,"0.861237645149231",2025-10-16 02:38:34.209381,2025-10-16 02:38:34.209407,2025-10-16 02:38:34.205362
"09933693-be28-48e1-b986-7060538e7d7e",person_1,101,217,167,379,"0.821482181549072",2025-10-16 02:33:09.04745,2025-10-16 02:33:09.047477,2025-10-16 02:33:09.044147
93cc69e7-b781-46a1-b477-4fa532dcc558,person_1,104,207,183,375,"0.870134294033051",2025-10-16 02:38:32.595054,2025-10-16 02:38:32.595067,2025-10-16 02:38:32.59047
c74478fb-da92-412f-b528-d436ce6516f7,person_1,97,219,171,374,"0.701738178730011",2025-10-16 02:33:10.054815,2025-10-16 02:33:10.054831,2025-10-16 02:33:10.051576
"0dc1e036-6cdd-4de7-b91a-8f46840b42f6",person_1,129,217,197,392,"0.806764185428619",2025-10-16 02:38:31.133725,2025-10-16 02:38:31.13374,2025-10-16 02:38:31.130122
4a4897b4-8ae0-4473-a504-a4571839ffa9,person_1,96,221,174,382,"0.877691328525543",2025-10-16 02:33:11.269892,2025-10-16 02:33:11.269907,2025-10-16 02:33:11.266456
e48bf64c-8668-41bf-b6b5-25f878940ed0,person_1,148,223,218,396,"0.827817618846893",2025-10-16 02:38:29.668749,2025-10-16 02:38:29.66878,2025-10-16 02:38:29.664715
b4728e07-1777-4015-8daf-d988292cb79c,person_1,154,223,220,399,"0.815413594245911",2025-10-16 02:38:28.219629,2025-10-16 02:38:28.219643,2025-10-16 02:38:28.21641
fecb6344-40ce-4a94-9ab1-2b44c506080d,person_1,94,220,169,381,"0.850991249084473",2025-10-16 02:33:12.436482,2025-10-16 02:33:12.436496,2025-10-16 02:33:12.43259
1b4eda81-fc55-4758-a11d-63f54ed5a657,person_1,143,253,232,417,"0.854703485965729",2025-10-16 02:34:58.979021,2025-10-16 02:34:58.979128,2025-10-16 02:34:58.97457
b26d435e-6de3-4763-8ef5-ec8bfe412ac4,person_1,125,223,185,397,"0.846087574958801",2025-10-16 02:35:07.364571,2025-10-16 02:35:07.364597,2025-10-16 02:35:07.357159
4e919cd3-f33a-4a40-b109-b78b106f1a4f,person_1,156,239,223,417,"0.831846117973328",2025-10-16 02:35:00.970131,2025-10-16 02:35:00.970142,2025-10-16 02:35:00.966581
2b90aeb5-f40d-456d-a1d0-903caccca95b,person_1,88,215,158,380,"0.849318385124207",2025-10-16 02:36:34.484419,2025-10-16 02:36:34.484434,2025-10-16 02:36:34.480978
c1902320-617d-4b50-8210-6e82c8ba2f82,person_1,150,234,250,418,"0.797752916812897",2025-10-16 02:35:02.985442,2025-10-16 02:35:02.985454,2025-10-16 02:35:02.980722
f159cecb-6d5a-4460-9540-ffd92b0d48a2,person_1,88,217,160,381,"0.865969836711884",2025-10-16 02:36:33.306029,2025-10-16 02:36:33.306043,2025-10-16 02:36:33.302728
b5a06857-6185-467e-8571-a6bfc2c00250,person_1,156,236,224,418,"0.75690633058548",2025-10-16 02:35:04.955579,2025-10-16 02:35:04.955593,2025-10-16 02:35:04.952098
bcf0f023-9c7b-4290-97e7-23d97d48f6ba,person_1,144,233,209,418,"0.761009812355042",2025-10-16 02:35:05.964951,2025-10-16 02:35:05.964967,2025-10-16 02:35:05.961144
4b77d449-7f3f-4082-83e1-3994ecdf0295,person_1,154,222,221,398,"0.852509379386902",2025-10-16 02:38:26.791797,2025-10-16 02:38:26.79181,2025-10-16 02:38:26.78862
e9b6c3ff-6aca-471e-aa4c-f37fb79fce5c,person_1,145,226,218,398,"0.833786606788635",2025-10-16 02:38:24.606985,2025-10-16 02:38:24.606995,2025-10-16 02:38:24.603822
90ed69bb-5442-4cdc-9feb-b93aa5274f54,person_1,97,219,167,379,"0.880341708660126",2025-10-16 02:33:13.637404,2025-10-16 02:33:13.637417,2025-10-16 02:33:13.633388
605d271a-461c-412c-a431-91ced7a8a149,person_1,138,225,219,394,"0.826487600803375",2025-10-16 02:38:22.414203,2025-10-16 02:38:22.414215,2025-10-16 02:38:22.410508
"0f59b404-44e9-4a69-bc0d-9da7ccf15bce",person_1,110,220,160,339,"0.715564906597137",2025-10-16 02:33:14.84494,2025-10-16 02:33:14.844972,2025-10-16 02:33:14.84135
5fb6cb3d-2cbf-4383-9b99-cf59e018642e,person_1,153,221,215,395,"0.849782288074493",2025-10-16 02:38:21.001817,2025-10-16 02:38:21.001828,2025-10-16 02:38:20.998917
712865bd-5d37-4a3e-ac1c-61accd30db87,person_1,109,227,173,392,"0.63513845205307",2025-10-16 02:33:15.902112,2025-10-16 02:33:15.902128,2025-10-16 02:33:15.898429
dc6c4c54-9133-411b-8bca-fc6d6aeb6874,person_1,147,220,222,395,"0.799597799777985",2025-10-16 02:38:18.816348,2025-10-16 02:38:18.816362,2025-10-16 02:38:18.813139
179dd955-a7d9-4b89-8885-675e846296b9,person_1,88,209,148,369,"0.84058552980423",2025-10-16 02:36:24.453549,2025-10-16 02:36:24.453628,2025-10-16 02:36:24.449153
267502c7-9162-443b-b65f-11126b0a9cac,person_1,110,230,175,398,"0.517874121665955",2025-10-16 02:33:17.129154,2025-10-16 02:33:17.129185,2025-10-16 02:33:17.125029
"0ca4d16e-4cc8-4570-b83c-9a41117b4352",person_1,88,210,152,315,"0.6019526720047",2025-10-16 02:36:22.873628,2025-10-16 02:36:22.873643,2025-10-16 02:36:22.868881
8cb2baf6-3718-4a1d-ba5e-c5e38baa1d14,person_1,88,210,153,372,"0.539745032787323",2025-10-16 02:36:21.601009,2025-10-16 02:36:21.601021,2025-10-16 02:36:21.596521
83215c2b-fbcd-476a-9fed-013e8cfa45b4,person_1,149,221,217,397,"0.846726357936859",2025-10-16 02:38:16.781013,2025-10-16 02:38:16.78108,2025-10-16 02:38:16.777236
befa7663-1c79-44a0-b27f-2181a9c7c4d3,person_1,107,230,166,353,"0.621095895767212",2025-10-16 02:33:18.401294,2025-10-16 02:33:18.401305,2025-10-16 02:33:18.397668
7ee6f4bd-1649-49ef-b3f8-5ba6843b47c7,person_1,164,222,231,393,"0.852204978466034",2025-10-16 02:38:14.680269,2025-10-16 02:38:14.680285,2025-10-16 02:38:14.676992
af00afa7-aaeb-4c98-89c5-d4af90db9997,person_1,88,209,149,372,"0.828033745288849",2025-10-16 02:36:20.517683,2025-10-16 02:36:20.517695,2025-10-16 02:36:20.513052
3417f7cc-30b7-4a25-8240-1f76f0c55d85,person_1,89,210,149,372,"0.681983888149261",2025-10-16 02:36:19.403095,2025-10-16 02:36:19.403105,2025-10-16 02:36:19.399091
22120289-ef85-4524-a857-4935422cc1c9,person_1,86,224,169,399,"0.743444859981537",2025-10-16 02:33:19.436458,2025-10-16 02:33:19.436469,2025-10-16 02:33:19.432877
"0d6951f0-a322-4422-bebc-597ee1d58931",person_1,164,222,228,393,"0.860741019248962",2025-10-16 02:38:13.254177,2025-10-16 02:38:13.25419,2025-10-16 02:38:13.248474
2c4b8fc2-d455-451e-a130-a872c4d7fa20,person_1,89,208,149,372,"0.790308654308319",2025-10-16 02:36:18.278577,2025-10-16 02:36:18.2786,2025-10-16 02:36:18.274065
95e33fa0-9d86-4113-9986-5e6033c57cd7,person_1,80,224,144,399,"0.745675444602966",2025-10-16 02:33:20.563851,2025-10-16 02:33:20.563865,2025-10-16 02:33:20.560724
4d05cc4f-b97b-40bb-a622-b352297e1eac,person_1,79,224,145,400,"0.521728932857513",2025-10-16 02:33:21.604666,2025-10-16 02:33:21.604682,2025-10-16 02:33:21.600354
705e23de-f645-40ed-9dda-223651d51707,person_1,148,225,216,394,"0.835370361804962",2025-10-16 02:38:11.66321,2025-10-16 02:38:11.663222,2025-10-16 02:38:11.66005
afd1bef2-219b-41b1-b69b-18a24bff6dc6,person_1,90,208,148,373,"0.753434360027313",2025-10-16 02:36:17.197349,2025-10-16 02:36:17.197362,2025-10-16 02:36:17.192466
2c29bf9a-c8ba-4a26-a7ea-eaa79bd5596a,person_1,135,226,220,393,"0.805271565914154",2025-10-16 02:38:10.280291,2025-10-16 02:38:10.280313,2025-10-16 02:38:10.273651
5cf4291f-f854-437f-8829-7571e7c0db79,person_1,139,227,220,394,"0.842418491840363",2025-10-16 02:38:08.006389,2025-10-16 02:38:08.006404,2025-10-16 02:38:08.002321
a877761c-8aad-4384-80aa-53ffc043b739,person_1,136,225,211,394,"0.822907984256744",2025-10-16 02:38:06.97741,2025-10-16 02:38:06.977424,2025-10-16 02:38:06.974156
2037370d-9d73-49ab-80d8-281d0cf55a7f,person_1,136,228,219,393,"0.82513564825058",2025-10-16 02:38:05.003916,2025-10-16 02:38:05.00393,2025-10-16 02:38:04.999957
7ffb5262-a33f-45ef-9350-2cd4f3fa6ff9,person_1,134,226,216,393,"0.807496011257172",2025-10-16 02:38:03.99705,2025-10-16 02:38:03.997064,2025-10-16 02:38:03.993558
94dd7f90-0a1f-47f2-ab4a-687686d85f20,person_1,72,226,147,400,"0.773193359375",2025-10-16 02:33:22.79118,2025-10-16 02:33:22.791191,2025-10-16 02:33:22.786994
42e76b70-1b19-440b-91d6-fa73090e98d6,person_1,144,225,226,394,"0.869594693183899",2025-10-16 02:38:01.072308,2025-10-16 02:38:01.072379,2025-10-16 02:38:01.06765
b2cfa4ae-8c27-465e-9641-adc03e6f5fa9,person_1,155,223,220,400,"0.875258982181549",2025-10-16 02:37:59.985347,2025-10-16 02:37:59.985358,2025-10-16 02:37:59.981912
fe1da704-ba96-4196-8b3b-5e855ffdd89e,person_1,139,223,226,401,"0.882813692092896",2025-10-16 02:37:57.990105,2025-10-16 02:37:57.990127,2025-10-16 02:37:57.986593
"0f74ecc4-c329-4844-a683-bdf43a8a8e14",person_1,140,234,208,397,"0.862272560596466",2025-10-16 02:37:56.098397,2025-10-16 02:37:56.098411,2025-10-16 02:37:56.094637
5c6175b0-f5fb-4aa2-afb8-856fb987d743,person_1,139,236,208,406,"0.851292371749878",2025-10-16 02:37:54.445145,2025-10-16 02:37:54.445163,2025-10-16 02:37:54.441681
78bb7bfa-a555-4424-99df-caf79f60e13d,person_1,140,235,209,404,"0.800949811935425",2025-10-16 02:37:52.661842,2025-10-16 02:37:52.661859,2025-10-16 02:37:52.657281
fa3a828b-f099-4347-bbe0-0e9745fb62cf,person_1,71,227,143,399,"0.577510118484497",2025-10-16 02:33:24.130736,2025-10-16 02:33:24.130755,2025-10-16 02:33:24.126192
d4a23a95-c247-45a4-a0fe-ab7bad96ef2b,person_1,140,234,209,407,"0.84274822473526",2025-10-16 02:37:51.227144,2025-10-16 02:37:51.227157,2025-10-16 02:37:51.223975
fbaa1c68-17ad-4d6d-9645-67a8e717c0c0,person_1,141,234,209,407,"0.854055643081665",2025-10-16 02:37:49.776777,2025-10-16 02:37:49.776788,2025-10-16 02:37:49.773274
a48b208e-b942-4420-85ed-aae411933ead,person_1,140,234,208,406,"0.860174357891083",2025-10-16 02:37:48.306908,2025-10-16 02:37:48.306922,2025-10-16 02:37:48.303775
87791349-2e2c-4dc9-8bd9-c179c542a56f,person_1,140,233,210,403,"0.804298937320709",2025-10-16 02:37:46.890514,2025-10-16 02:37:46.890525,2025-10-16 02:37:46.886485
7f1ddd34-c882-48b5-a2a1-ee68777a0b3b,person_1,74,227,147,399,"0.756617367267609",2025-10-16 02:33:25.183574,2025-10-16 02:33:25.183591,2025-10-16 02:33:25.178829
bf053836-c36b-4f50-a436-6f7f0d2250ea,person_1,120,234,205,415,"0.840106844902039",2025-10-16 02:37:45.486284,2025-10-16 02:37:45.486312,2025-10-16 02:37:45.482049
c45fe4bd-4ed7-425c-bc3e-e5907b7d0003,person_1,108,238,208,409,"0.890710294246674",2025-10-16 02:37:44.151162,2025-10-16 02:37:44.151181,2025-10-16 02:37:44.147081
8c3ad4a5-b5f6-4b08-9ea1-4c30eb515c2b,person_1,105,240,205,408,"0.860054075717926",2025-10-16 02:37:42.038184,2025-10-16 02:37:42.038209,2025-10-16 02:37:42.034667
3a9ba9b4-3716-4e02-8a51-0eeab7eac319,person_1,104,237,205,410,"0.821292519569397",2025-10-16 02:37:40.733498,2025-10-16 02:37:40.733508,2025-10-16 02:37:40.73023
9b08a82e-e011-45d7-93fd-9f4324c66338,person_1,78,226,143,399,"0.640705287456512",2025-10-16 02:33:26.484908,2025-10-16 02:33:26.484922,2025-10-16 02:33:26.479588
"0542813b-34ce-4dfd-bc19-a41511598859",person_1,102,239,205,413,"0.838447690010071",2025-10-16 02:37:39.409247,2025-10-16 02:37:39.409258,2025-10-16 02:37:39.406449
14a194a0-a17f-4a69-b2c4-6d4d4609fa9c,person_1,104,241,205,410,"0.85203754901886",2025-10-16 02:37:37.459599,2025-10-16 02:37:37.459613,2025-10-16 02:37:37.455123
bf94f447-63f7-45ac-bc8d-0b3c48084cec,person_1,109,243,193,417,"0.741427302360535",2025-10-16 02:37:35.414128,2025-10-16 02:37:35.41414,2025-10-16 02:37:35.410927
2e3b4f3a-567f-42f7-83a7-49540a4baeea,person_1,125,257,228,417,"0.751175343990326",2025-10-16 02:37:34.154277,2025-10-16 02:37:34.154289,2025-10-16 02:37:34.151074
41e29acc-49ec-4340-993a-5c2a81a55308,person_1,124,260,228,416,"0.759704887866974",2025-10-16 02:37:31.994007,2025-10-16 02:37:31.994023,2025-10-16 02:37:31.990386
b4a31dc8-a22f-47e4-865e-7b5ee22ff245,person_1,125,258,225,416,"0.857828617095947",2025-10-16 02:37:30.974517,2025-10-16 02:37:30.974533,2025-10-16 02:37:30.969638
17f0e117-4fad-4ec1-bdd4-33321de19958,person_1,123,258,225,415,"0.761536657810211",2025-10-16 02:37:29.955916,2025-10-16 02:37:29.95594,2025-10-16 02:37:29.950697
25eb341d-7137-4f07-b22f-21406dba5471,person_1,75,226,139,344,"0.64997798204422",2025-10-16 02:33:27.747623,2025-10-16 02:33:27.747642,2025-10-16 02:33:27.743829
fa8acc0d-3c13-40f3-93b2-804f47faebbf,person_1,124,255,198,415,"0.729244768619537",2025-10-16 02:37:27.95481,2025-10-16 02:37:27.954822,2025-10-16 02:37:27.950338
c8fa070e-aacf-4a13-a93f-b24a60317492,person_1,105,257,182,386,"0.526911199092865",2025-10-16 02:37:25.978471,2025-10-16 02:37:25.978489,2025-10-16 02:37:25.97408
f216f222-6765-450f-8f98-3f0fdec81097,person_1,90,210,148,372,"0.811424911022186",2025-10-16 02:36:16.092888,2025-10-16 02:36:16.092902,2025-10-16 02:36:16.088562
64822640-c33b-440a-834a-81079cf863e2,person_1,94,259,166,393,"0.805824339389801",2025-10-16 02:37:24.961283,2025-10-16 02:37:24.9613,2025-10-16 02:37:24.956231
ce474b8e-10d8-4fe7-98e5-1130f4b43dd7,person_1,92,207,149,372,"0.800867259502411",2025-10-16 02:36:14.995232,2025-10-16 02:36:14.995246,2025-10-16 02:36:14.992057
a46594f7-0ac3-4c57-b0c2-824ce99af6fc,person_1,125,252,188,389,"0.737957894802094",2025-10-16 02:37:23.948427,2025-10-16 02:37:23.948439,2025-10-16 02:37:23.945076
bd743ded-ea74-4747-b78c-36730f84dff6,person_1,75,227,132,345,"0.504375994205475",2025-10-16 02:33:28.978162,2025-10-16 02:33:28.978177,2025-10-16 02:33:28.974009
c275979f-b0dc-4819-b00a-7ab96c1552cd,person_1,91,209,148,372,"0.87690532207489",2025-10-16 02:36:13.826422,2025-10-16 02:36:13.826432,2025-10-16 02:36:13.823101
73fbbaac-3b7b-4cbb-81b3-413d459b440a,person_1,119,255,191,417,"0.645961761474609",2025-10-16 02:37:21.993474,2025-10-16 02:37:21.993488,2025-10-16 02:37:21.989571
f3ce38a9-4724-4f67-a201-15464714c6a9,person_1,91,208,148,372,"0.784565448760986",2025-10-16 02:36:12.626893,2025-10-16 02:36:12.626909,2025-10-16 02:36:12.623245
3d2b80b3-2992-48fc-995a-baa60d6d733d,person_1,72,224,149,400,"0.792762577533722",2025-10-16 02:33:30.480981,2025-10-16 02:33:30.480998,2025-10-16 02:33:30.477318
"06f1eaf1-1b74-4872-ba57-e60cd5a34cdc",person_1,118,231,183,415,"0.650541603565216",2025-10-16 02:37:20.324385,2025-10-16 02:37:20.324399,2025-10-16 02:37:20.320182
469e9691-a5a3-4443-a372-6b38509db09c,person_1,89,208,148,372,"0.888768136501312",2025-10-16 02:36:11.543157,2025-10-16 02:36:11.543172,2025-10-16 02:36:11.539543
aad84ee8-f74a-49e8-9cba-07b4283eb7f4,person_1,100,242,203,417,"0.791027247905731",2025-10-16 02:37:17.826613,2025-10-16 02:37:17.826628,2025-10-16 02:37:17.822854
dd60e796-d5fd-40e2-8a7c-d1c45803d365,person_1,93,249,194,411,"0.874350249767303",2025-10-16 02:37:16.516265,2025-10-16 02:37:16.51628,2025-10-16 02:37:16.512391
3245c9ba-c3d3-4035-8482-48ee0eda9ba6,person_1,74,224,160,402,"0.827029049396515",2025-10-16 02:33:32.110326,2025-10-16 02:33:32.110343,2025-10-16 02:33:32.106739
"015d5496-f389-4b8b-892a-5be9064748f5",person_1,93,209,151,380,"0.69500607252121",2025-10-16 02:36:10.46775,2025-10-16 02:36:10.467769,2025-10-16 02:36:10.464317
3ae31db3-88e7-4650-a236-9b9fe90b60d1,person_1,94,246,193,416,"0.85547149181366",2025-10-16 02:37:15.086074,2025-10-16 02:37:15.086088,2025-10-16 02:37:15.081973
376164a6-a073-46d1-9745-0fb46b2295f6,person_1,95,218,193,379,"0.794619560241699",2025-10-16 02:36:08.627192,2025-10-16 02:36:08.627205,2025-10-16 02:36:08.623141
d750e936-c3b1-4c0e-a50e-d29879a42430,person_1,74,224,159,401,"0.858776926994324",2025-10-16 02:33:33.1629,2025-10-16 02:33:33.162916,2025-10-16 02:33:33.159627
"03d91eaa-bfcd-40a4-ade7-7328a8dc3b10",person_1,76,227,162,392,"0.818072140216827",2025-10-16 02:32:57.911559,2025-10-16 02:32:57.911585,2025-10-16 02:32:57.905843
c08e2e61-f779-454c-a602-5611b5a5b209,person_1,95,247,192,414,"0.863074004650116",2025-10-16 02:37:13.823156,2025-10-16 02:37:13.823167,2025-10-16 02:37:13.820304
306e4864-0c29-49bf-ae9c-91e71fe983e7,person_1,100,217,193,379,"0.776535093784332",2025-10-16 02:36:07.437301,2025-10-16 02:36:07.437311,2025-10-16 02:36:07.434754
10c1ed76-db70-4b59-8dac-510d1c7c706c,person_1,85,214,169,381,"0.701781392097473",2025-10-16 02:36:05.807291,2025-10-16 02:36:05.807304,2025-10-16 02:36:05.804116
83614c91-2131-4336-9c03-9e6b498520de,person_1,72,224,160,400,"0.839510262012482",2025-10-16 02:33:34.598497,2025-10-16 02:33:34.598509,2025-10-16 02:33:34.594569
f95af23e-3c53-450e-8e00-1f4597ac7d2e,person_1,109,211,174,382,"0.822428345680237",2025-10-16 02:36:04.646362,2025-10-16 02:36:04.646374,2025-10-16 02:36:04.643372
"01417a5a-b48a-4a2e-8f70-7dfc7e6d9dad",person_1,94,249,190,410,"0.867819607257843",2025-10-16 02:37:11.816216,2025-10-16 02:37:11.816227,2025-10-16 02:37:11.812258
"0fd1bbe7-61ee-4d51-a471-99b6ff2ededc",person_1,105,211,176,380,"0.845142126083374",2025-10-16 02:36:03.568642,2025-10-16 02:36:03.568653,2025-10-16 02:36:03.564963
3c981a90-3018-4a29-8802-23b954e0f4f9,person_1,73,227,142,391,"0.774701595306396",2025-10-16 02:33:36.076017,2025-10-16 02:33:36.076061,2025-10-16 02:33:36.072075
7ffd921c-23c7-45b5-b81a-c6e6bb0b32af,person_1,107,212,173,376,"0.847151696681976",2025-10-16 02:36:02.504927,2025-10-16 02:36:02.504937,2025-10-16 02:36:02.502053
f6470356-97bd-427a-a1c3-d7c01e85fbd2,person_1,101,211,176,383,"0.799220681190491",2025-10-16 02:36:01.290731,2025-10-16 02:36:01.290746,2025-10-16 02:36:01.286129
c6f3ec91-92ec-4b92-be6d-afa34c86915c,person_1,85,250,190,413,"0.85271942615509",2025-10-16 02:37:10.581164,2025-10-16 02:37:10.581183,2025-10-16 02:37:10.576766
8d3972c7-a204-4233-8b18-cd7e557b8347,person_1,72,225,160,402,"0.841213345527649",2025-10-16 02:33:37.548791,2025-10-16 02:33:37.548895,2025-10-16 02:33:37.544812
eb83c410-1e83-4516-8c63-1efddaaf9842,person_1,102,210,177,383,"0.529738485813141",2025-10-16 02:36:00.20385,2025-10-16 02:36:00.203871,2025-10-16 02:36:00.201033
381d58b4-31e8-4c06-9cdb-85be3b22f52a,person_1,82,227,143,344,"0.692363262176514",2025-10-16 02:33:39.009572,2025-10-16 02:33:39.009588,2025-10-16 02:33:39.006375
55a617ea-bc9e-414d-b22e-347b3be2ab4a,person_1,107,210,175,383,"0.708740651607513",2025-10-16 02:35:59.143805,2025-10-16 02:35:59.143815,2025-10-16 02:35:59.1407
3ecf47bd-c28a-49a9-9aaa-915c1f0a35e0,person_1,90,230,157,346,"0.756920874118805",2025-10-16 02:33:40.631805,2025-10-16 02:33:40.631816,2025-10-16 02:33:40.628486
5b2b3ff7-249a-493b-9105-b60c6ba8a2a2,person_1,83,249,190,415,"0.842772722244263",2025-10-16 02:37:09.309944,2025-10-16 02:37:09.309959,2025-10-16 02:37:09.306651
b820dba9-66b3-483c-bd16-3100db33def4,person_1,90,231,167,395,"0.832124829292297",2025-10-16 02:33:41.966011,2025-10-16 02:33:41.966026,2025-10-16 02:33:41.962396
fe0a1caf-c11f-4f5e-92c8-a4669476fe55,person_1,90,230,169,394,"0.715450286865234",2025-10-16 02:33:42.97112,2025-10-16 02:33:42.971139,2025-10-16 02:33:42.967619
